,company name,position,worktime,City
233,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
234,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
235,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
236,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
237,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
238,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
239,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
240,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
241,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
242,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
243,Veritas Tekstil Konfeksiyon Pazarlama Sanayi Tica,İhracat Müşteri Temsilcisi,Tam zamanlı,Denizli
244,Lufthansa Çağrı Merkezi Ve Müşteri Hizmetleri Tic. A.Ş.,Almanca Bilen Müsteri Temsilcisi Homeoffice,Tam zamanlı,İzmir
245,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
246,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
247,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
248,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
249,Tek Çelik İç ve Dış Tic. İnş. San. A.ş,Makine Mühendisi,Tam zamanlı,İzmir
250,The Gym A Plus,Resepsiyonist,Tam zamanlı,İstanbul(Avr.)
251,Altınyıldız Classics-Beymen Business,Bilgi İşlem Uzman Yardımcısı,Tam zamanlı,İzmir
252,BMC OTOMOTİV SANAYİ VE TİCARET A.Ş.,İdari İşler Uzmanı,Tam zamanlı,İzmir
253,Gizli Firma,Puantör,Tam zamanlı,İstanbul (Tümü)
254,Bakırlar Yapı Malzemeleri İnşaat ve Ticaret Ltd.,Danışma Görevlisi,Tam zamanlı,İstanbul(Asya)
255,Gizli Firma,Kalite Sorumlusu,Tam zamanlı,İstanbul(Avr.)
256,Mengerler Ticaret Türk A.Ş. izmir Şubesi Egemer,Servis Kabul Danışmanı,Tam zamanlı,İzmir
257,BKM MUTFAK YAPIM VEYAYINCILIK ORGANİZASYON ANONİM ŞİRKETİ,Barmen / Barmaid,Tam zamanlı,İstanbul(Asya)
258,AERDIESEL OTOMOTİV YEDEK PARÇA SANAYİ VE TİCARET L,Arge Destek Mühendisi,Tam zamanlı,Konya
259,ebebek,Takım Lideri / Cevahir Avm,Tam zamanlı,İstanbul(Avr.)
260,ebebek,Bebekolog/Part Satış Danışmanı - Maslak,Part Time,İstanbul(Avr.)
261,Medident İstanbul,Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,İstanbul (Tümü)
262,ELKON ELEVATÖR KONVEYÖR VE MAKİNA SAN.VE TİC.A.Ş.,Özel Güvenlik Elemanı,Tam zamanlı,Tekirdağ
263,DRONSAN SAVUNMA HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mağaza Satış Danışmanı,Tam zamanlı,Ankara
264,MEDİLİFE BAĞCILAR HASTANESİ,Ebe (Bağcılar),Tam zamanlı,İstanbul(Avr.)
265,ebebek,Bebekolog/Satış Danışmanı - Anadolu Yakası,Tam zamanlı,İstanbul(Asya)
266,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
267,Gizli Firma,Makam Şoförü,Tam zamanlı,İstanbul(Avr.)
268,BARTEK ELEKTRİK SİSTEMLERİ SAN. VE TİC. AŞ.,Proje Mühendisi,Tam zamanlı,İstanbul(Asya)
269,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
270,Pratik Aday Servisi,Pazarlama Uzmanı,Tam zamanlı,İstanbul(Asya)
271,Open English,Müşteri Temsilcisi,Tam zamanlı,İstanbul(Asya)
272,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
273,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
274,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
275,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
276,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
277,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
278,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
279,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
280,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
281,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
282,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
283,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
284,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
285,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
286,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
287,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
288,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
289,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
290,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
291,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
292,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
293,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
294,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
295,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
296,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
297,Scoopas,Almanca Bilen Müşteri Temsilcisi - Deutsch,Tam zamanlı,İstanbul (Tümü)
298,BİZİM TOPTAN SATIŞ MAĞAZALARI,B-Raise Campus- Management Trainee,Tam zamanlı,İstanbul (Tümü)
299,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
300,TÜVTÜRK,Araç Muayene Teknisyeni ( Trabzon Merkez),Tam zamanlı,Trabzon
301,Sigortaladım.com,Sigorta Satış Danışmanı (Büyükçekmece),Tam zamanlı,İstanbul(Avr.)
302,Sektöründe Lider Firma,Dijital Kanal Geliştirme Uzmanı,Tam zamanlı,"İstanbul(Asya),  Ankara"
303,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
304,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
305,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
306,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
307,ATA MİMARLIK MÜHENDİSLİK SAN VE DIŞ TİC. LTD.ŞTİ,"Mimar , İç Mimar",Tam zamanlı,İstanbul(Asya)
308,Şişecam,Geliştirme Uzmanı,Tam zamanlı,Mersin
309,Özel İstanbul Koleji,Bilgi İşlem Sorumlusu,Tam zamanlı,İstanbul(Avr.)
310,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
311,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
312,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
313,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
314,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
315,Kalkınma Yatırım Bankası,Bilgi Güvenliği Uzmanı- Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
316,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
317,Şişecam,Strateji İzleme&Performans Yönetimi Uzmanı,Tam zamanlı,İstanbul(Asya)
318,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
319,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
320,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
321,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
322,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
323,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
324,DETA-GEN GENETİK HASTALIKLAR TANI MERKEZİ,Mikrobiyoloji Uzmanı,Tam zamanlı,Kayseri
325,Veritas Tekstil Konfeksiyon Pazarlama Sanayi Tica,İhracat Müşteri Temsilcisi,Tam zamanlı,Denizli
326,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
327,TÜVTÜRK,Araç Muayene Teknisyeni ( Trabzon Merkez),Tam zamanlı,Trabzon
328,Sigortaladım.com,Sigorta Satış Danışmanı (Büyükçekmece),Tam zamanlı,İstanbul(Avr.)
329,Sektöründe Lider Firma,Dijital Kanal Geliştirme Uzmanı,Tam zamanlı,"İstanbul(Asya),  Ankara"
330,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
331,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
332,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
333,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
334,ATA MİMARLIK MÜHENDİSLİK SAN VE DIŞ TİC. LTD.ŞTİ,"Mimar , İç Mimar",Tam zamanlı,İstanbul(Asya)
335,Şişecam,Geliştirme Uzmanı,Tam zamanlı,Mersin
336,Özel İstanbul Koleji,Bilgi İşlem Sorumlusu,Tam zamanlı,İstanbul(Avr.)
337,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
338,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
339,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
340,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
341,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
342,Kalkınma Yatırım Bankası,Bilgi Güvenliği Uzmanı- Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
343,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
344,Şişecam,Strateji İzleme&Performans Yönetimi Uzmanı,Tam zamanlı,İstanbul(Asya)
345,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
346,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
347,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
348,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
349,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
350,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
351,Scoopas,Almanca Bilen Müşteri Temsilcisi - Deutsch,Tam zamanlı,İstanbul (Tümü)
352,Mehmet Şevki Kaya Yeminli Mali Müşavirliği,Denetçi Yardımcısı (Yeni Mezun),Tam zamanlı,İstanbul(Avr.)
353,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
354,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
355,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
356,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
357,Tek Çelik İç ve Dış Tic. İnş. San. A.ş,Makine Mühendisi,Tam zamanlı,İzmir
358,The Gym A Plus,Resepsiyonist,Tam zamanlı,İstanbul(Avr.)
359,Altınyıldız Classics-Beymen Business,Bilgi İşlem Uzman Yardımcısı,Tam zamanlı,İzmir
360,BMC OTOMOTİV SANAYİ VE TİCARET A.Ş.,İdari İşler Uzmanı,Tam zamanlı,İzmir
361,Gizli Firma,Puantör,Tam zamanlı,İstanbul (Tümü)
362,Bakırlar Yapı Malzemeleri İnşaat ve Ticaret Ltd.,Danışma Görevlisi,Tam zamanlı,İstanbul(Asya)
363,Gizli Firma,Kalite Sorumlusu,Tam zamanlı,İstanbul(Avr.)
364,Mengerler Ticaret Türk A.Ş. izmir Şubesi Egemer,Servis Kabul Danışmanı,Tam zamanlı,İzmir
365,BKM MUTFAK YAPIM VEYAYINCILIK ORGANİZASYON ANONİM ŞİRKETİ,Barmen / Barmaid,Tam zamanlı,İstanbul(Asya)
366,AERDIESEL OTOMOTİV YEDEK PARÇA SANAYİ VE TİCARET L,Arge Destek Mühendisi,Tam zamanlı,Konya
367,ebebek,Takım Lideri / Cevahir Avm,Tam zamanlı,İstanbul(Avr.)
368,ebebek,Bebekolog/Part Satış Danışmanı - Maslak,Part Time,İstanbul(Avr.)
369,Medident İstanbul,Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,İstanbul (Tümü)
370,ELKON ELEVATÖR KONVEYÖR VE MAKİNA SAN.VE TİC.A.Ş.,Özel Güvenlik Elemanı,Tam zamanlı,Tekirdağ
371,DRONSAN SAVUNMA HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mağaza Satış Danışmanı,Tam zamanlı,Ankara
372,MEDİLİFE BAĞCILAR HASTANESİ,Ebe (Bağcılar),Tam zamanlı,İstanbul(Avr.)
373,ebebek,Bebekolog/Satış Danışmanı - Anadolu Yakası,Tam zamanlı,İstanbul(Asya)
374,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
375,Gizli Firma,Makam Şoförü,Tam zamanlı,İstanbul(Avr.)
376,BARTEK ELEKTRİK SİSTEMLERİ SAN. VE TİC. AŞ.,Proje Mühendisi,Tam zamanlı,İstanbul(Asya)
377,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
378,DETA-GEN GENETİK HASTALIKLAR TANI MERKEZİ,Mikrobiyoloji Uzmanı,Tam zamanlı,Kayseri
379,AssisTT AŞ.,Ankara-İngilizce Müşteri Temsilcisi,Tam zamanlı,Ankara
380,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
381,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
382,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
383,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
384,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
385,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
386,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
387,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
388,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
389,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
390,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
391,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
392,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
393,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
394,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
395,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
396,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
397,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
398,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
399,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
400,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
401,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
402,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
403,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
404,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
405,Pratik Aday Servisi,Depo Sorumlusu,Tam zamanlı,Ankara
406,Open English,Müşteri Temsilcisi,Tam zamanlı,İstanbul(Asya)
407,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
408,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
409,YILPORT Holding A.Ş.,Internal Control Senior Specialist,Tam zamanlı,İstanbul(Avr.)
410,Total giyim gıda tekstil san. tic. sti.,Merchandiser For Textile Agent,Tam zamanlı,İstanbul(Avr.)
411,İBRAHİM ŞENAY ( HACI İLYAS LOKANTASI- HİLYAS ŞARKÜTERİ- TOPRAK METAL),İç Mimar,Tam zamanlı,Bursa
412,Vogue Hotel Bodrum Supreme,Misafir İlişkileri Görevlisi,Tam zamanlı,Muğla
413,Yakamoz Dış Ticaret,İstanbul Havalimanı Satış Danışmanı,Tam zamanlı,İstanbul (Tümü)
414,Gizli Firma,Kalite Sorumlusu,Tam zamanlı,İstanbul(Avr.)
415,DRONSAN SAVUNMA HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mağaza Satış Danışmanı,Tam zamanlı,Ankara
416,ELKON ELEVATÖR KONVEYÖR VE MAKİNA SAN.VE TİC.A.Ş.,Özel Güvenlik Elemanı,Tam zamanlı,Tekirdağ
417,BKM MUTFAK YAPIM VEYAYINCILIK ORGANİZASYON ANONİM ŞİRKETİ,Barmen / Barmaid,Tam zamanlı,İstanbul(Asya)
418,Tat Bakliyat  San.  ve Tic. Aş.,Teknik Müdür,Tam zamanlı,Mersin
419,BARTEK ELEKTRİK SİSTEMLERİ SAN. VE TİC. AŞ.,Proje Mühendisi,Tam zamanlı,İstanbul(Asya)
420,MEDİLİFE BAĞCILAR HASTANESİ,Ebe (Bağcılar),Tam zamanlı,İstanbul(Avr.)
421,ebebek,Takım Lideri / Cevahir Avm,Tam zamanlı,İstanbul(Avr.)
422,ebebek,Bebekolog/Part Satış Danışmanı - Maslak,Part Time,İstanbul(Avr.)
423,Save Enerji Yönetimi ve Danışmanlık Hizmetleri Sa,HVAC Building Automation Systems Site Engineer,Tam zamanlı,İstanbul (Tümü) +4 il daha
424,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
425,Safa Tarım A.Ş.,Bursa Bölge Satış Temsilcisi,Tam zamanlı,Bursa
426,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
427,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
428,Ecrou Mağazacılık A.Ş,Mağaza Müdürü (İstanbul Canpark Avm),Tam zamanlı,İstanbul(Asya)
429,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
430,IVF Prime A.Ş.,Üretim Asistanı,Tam zamanlı,Ankara
431,ELLIVE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET AŞ,Tıbbi Mümessil,Tam zamanlı,İstanbul (Tümü)
432,Scoopas,Almanca Bilen Müşteri Temsilcisi - Deutsch,Tam zamanlı,İstanbul (Tümü)
433,Simurgh Gayrimenkul,Arama Motoru Optimizasyonu (Seo) Uzmanı,Tam zamanlı,Antalya
434,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
435,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
436,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
437,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
438,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
439,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
440,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
441,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
442,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
443,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
444,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
445,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
446,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
447,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
448,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
449,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
450,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
451,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
452,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
453,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
454,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
455,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
456,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
457,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
458,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
459,KOBASTAR ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İnternational Sales Representative,Tam zamanlı,Konya
460,Pratik Aday Servisi,Depo Sorumlusu,Tam zamanlı,Ankara
461,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
462,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
463,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
464,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
465,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
466,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
467,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
468,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
469,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
