,company name,position,worktime,City
2205,Save Enerji Yönetimi ve Danışmanlık Hizmetleri Sa,HVAC Building Automation Systems Site Engineer,Tam zamanlı,İstanbul (Tümü) +4 il daha
2206,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
2207,Safa Tarım A.Ş.,Bursa Bölge Satış Temsilcisi,Tam zamanlı,Bursa
2208,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
2209,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
2210,Ecrou Mağazacılık A.Ş,Mağaza Müdürü (İstanbul Canpark Avm),Tam zamanlı,İstanbul(Asya)
2211,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
2212,IVF Prime A.Ş.,Üretim Asistanı,Tam zamanlı,Ankara
2213,ELLIVE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET AŞ,Tıbbi Mümessil,Tam zamanlı,İstanbul (Tümü)
2214,DETA-GEN GENETİK HASTALIKLAR TANI MERKEZİ,Mikrobiyoloji Uzmanı,Tam zamanlı,Kayseri
2215,Simurgh Gayrimenkul,Arama Motoru Optimizasyonu (Seo) Uzmanı,Tam zamanlı,Antalya
2216,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
2217,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
2218,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
2219,NETSPEED İNTERNET ANONİM ŞİRKETİ,Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,Denizli
2220,Gizli Firma,Satış Uzmanı (Sakarya),Tam zamanlı,Sakarya
2221,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
2222,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
2223,Sigorta Bilgi ve Gözetim Merkezi,Siber Dayanıklılık Uzmanı / Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
2224,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
2225,Erdem Sağlık Grubu,Hemşire/Hemşire Yardımcısı,Tam zamanlı,İstanbul(Asya)
2226,GAPEL OTOMOTİV SAN.VE TİC.LTD.ŞTİ.,Müşteri İlişkileri Sorumlusu,Tam zamanlı,Şanlıurfa
2227,CMC REFRIGERATION İKLİMLENDİRME İMALAT İHRACAT İTHALAT SAN.TİC.LTD.ŞTİ.,İnsan Kaynakları Uzmanı,Tam zamanlı,Sivas
2228,Soho House Istanbul,Elektrik Teknisyeni,Tam zamanlı,İstanbul(Avr.)
2229,Nidaş Mad.Taş.Makina İth.İhr.Kimya San.Tic.A.Ş,Ön Muhasebe Personeli,Tam zamanlı,Niğde
2230,YAZAKİ OTOMOTİV YAN SANAYİ VE TİCARET A.Ş.,Endüstri Mühendisi,Tam zamanlı,Sakarya
2231,SANTA FARMA İLAÇ SAN.A.Ş.,AR-GE Farmasötik Teknoloji Geliştirme Yöneticisi,Tam zamanlı,Kocaeli
2232,Perfetti Van Melle,Quality Control Engineer,Tam zamanlı,İstanbul(Avr.)
2233,LEGRAND ELEKTRİK SANAYİ A.Ş.,Plastik Üretim Mühendisi,Tam zamanlı,Kocaeli
2234,ŞEKERBANK T. A.Ş.,Ticari-Kobi-İşletme Bankacılığı Satış Temsilcisi,Tam zamanlı,İstanbul (Tümü)
2235,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.,Hazır Beton Elektrik Bakım Teknisyeni,Tam zamanlı,İstanbul (Tümü) +3 il daha
2236,ENKAL FİLO ARAÇ KİRALAMA HİZMETLERİ ANONİM ŞİRKETİ,Motosiklet Satış Danışmanı,Tam zamanlı,İstanbul(Asya)
2237,Sektöründe Lider Firma,Tedarik Planlama Uzmanı,Tam zamanlı,İstanbul(Asya)
2238,BURAKCAN KALIP SANAYİ TİC.LTD.ŞTİ.,Dış Ticaret Uzmanı,Tam zamanlı,İstanbul(Avr.)
2239,SERKAN İLETİŞİM TÜRK TELEKOM MAĞAZALARI,Bayi Satış Yetkilisi,Tam zamanlı,Konya
2240,DORUK SAĞLIK GRUBU,Özel Doruk Nilüfer Hastanesi Restorant Elemanı,Tam zamanlı,Bursa
2241,Kadriye Baştürk,Ön Muhasebe Görevlisi,Tam zamanlı,İstanbul(Asya)
2242,KOBASTAR ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İnternational Sales Representative,Tam zamanlı,Konya
2243,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
2244,TÜVTÜRK,Araç Muayene Teknisyeni ( Trabzon Merkez),Tam zamanlı,Trabzon
2245,Sigortaladım.com,Sigorta Satış Danışmanı (Büyükçekmece),Tam zamanlı,İstanbul(Avr.)
2246,Sektöründe Lider Firma,Dijital Kanal Geliştirme Uzmanı,Tam zamanlı,"İstanbul(Asya),  Ankara"
2247,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
2248,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
2249,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
2250,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
2251,ATA MİMARLIK MÜHENDİSLİK SAN VE DIŞ TİC. LTD.ŞTİ,"Mimar , İç Mimar",Tam zamanlı,İstanbul(Asya)
2252,Şişecam,Geliştirme Uzmanı,Tam zamanlı,Mersin
2253,Özel İstanbul Koleji,Bilgi İşlem Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2254,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
2255,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
2256,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
2257,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
2258,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
2259,Kalkınma Yatırım Bankası,Bilgi Güvenliği Uzmanı- Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
2260,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
2261,Şişecam,Strateji İzleme&Performans Yönetimi Uzmanı,Tam zamanlı,İstanbul(Asya)
2262,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
2263,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
2264,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
2265,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
2266,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
2267,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
2268,Kadriye Baştürk,Ön Muhasebe Görevlisi,Tam zamanlı,İstanbul(Asya)
2269,Pratik Aday Servisi,Proses Otomasyon Mühendisi,Tam zamanlı,İstanbul(Asya)
2270,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
2271,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
2272,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
2273,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
2274,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
2275,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
2276,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
2277,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
2278,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
2279,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
2280,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
2281,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
2282,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
2283,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
2284,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
2285,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
2286,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
2287,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
2288,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
2289,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
2290,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
2291,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
2292,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
2293,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
2294,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
2295,Kadriye Baştürk,Ön Muhasebe Görevlisi,Tam zamanlı,İstanbul(Asya)
2296,Pratik Aday Servisi,Muhasebe Şefi,Tam zamanlı,Isparta
2297,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
2298,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
2299,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
2300,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
2301,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
2302,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
2303,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
2304,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
2305,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
2306,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
2307,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
2308,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
2309,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
2310,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
2311,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
2312,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
2313,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
2314,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
2315,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
2316,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
2317,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
2318,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
2319,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
2320,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
2321,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
2322,KOBASTAR ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İnternational Sales Representative,Tam zamanlı,Konya
2323,Pratik Aday Servisi,Muhasebe Şefi,Tam zamanlı,Isparta
2324,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
2325,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2326,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
2327,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
2328,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
2329,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
2330,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
2331,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
2332,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
2333,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
2334,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
2335,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2336,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2337,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
2338,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
2339,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2340,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
2341,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
2342,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
2343,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
2344,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
2345,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
2346,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
2347,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
2348,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
2349,HTS TEKERLEK SİSTEMLERİ,İnsan Kaynakları ve İdari İşler Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2350,TEMMUZ TEMİZLİK KOZMETİK GIDA KIRTASİYEİNŞ.SAN.VE TİC.A.Ş.,Online Depo Sorumlusu,Tam zamanlı,İstanbul (Tümü)
2351,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
2352,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
2353,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
2354,NETSPEED İNTERNET ANONİM ŞİRKETİ,Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,Denizli
2355,Gizli Firma,Satış Uzmanı (Sakarya),Tam zamanlı,Sakarya
2356,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
2357,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
2358,Sigorta Bilgi ve Gözetim Merkezi,Siber Dayanıklılık Uzmanı / Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
2359,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
2360,Erdem Sağlık Grubu,Hemşire/Hemşire Yardımcısı,Tam zamanlı,İstanbul(Asya)
2361,GAPEL OTOMOTİV SAN.VE TİC.LTD.ŞTİ.,Müşteri İlişkileri Sorumlusu,Tam zamanlı,Şanlıurfa
2362,CMC REFRIGERATION İKLİMLENDİRME İMALAT İHRACAT İTHALAT SAN.TİC.LTD.ŞTİ.,İnsan Kaynakları Uzmanı,Tam zamanlı,Sivas
2363,Soho House Istanbul,Elektrik Teknisyeni,Tam zamanlı,İstanbul(Avr.)
2364,Nidaş Mad.Taş.Makina İth.İhr.Kimya San.Tic.A.Ş,Ön Muhasebe Personeli,Tam zamanlı,Niğde
2365,YAZAKİ OTOMOTİV YAN SANAYİ VE TİCARET A.Ş.,Endüstri Mühendisi,Tam zamanlı,Sakarya
2366,SANTA FARMA İLAÇ SAN.A.Ş.,AR-GE Farmasötik Teknoloji Geliştirme Yöneticisi,Tam zamanlı,Kocaeli
2367,Perfetti Van Melle,Quality Control Engineer,Tam zamanlı,İstanbul(Avr.)
2368,LEGRAND ELEKTRİK SANAYİ A.Ş.,Plastik Üretim Mühendisi,Tam zamanlı,Kocaeli
2369,ŞEKERBANK T. A.Ş.,Ticari-Kobi-İşletme Bankacılığı Satış Temsilcisi,Tam zamanlı,İstanbul (Tümü)
2370,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.,Hazır Beton Elektrik Bakım Teknisyeni,Tam zamanlı,İstanbul (Tümü) +3 il daha
2371,ENKAL FİLO ARAÇ KİRALAMA HİZMETLERİ ANONİM ŞİRKETİ,Motosiklet Satış Danışmanı,Tam zamanlı,İstanbul(Asya)
2372,Sektöründe Lider Firma,Tedarik Planlama Uzmanı,Tam zamanlı,İstanbul(Asya)
2373,BURAKCAN KALIP SANAYİ TİC.LTD.ŞTİ.,Dış Ticaret Uzmanı,Tam zamanlı,İstanbul(Avr.)
2374,SERKAN İLETİŞİM TÜRK TELEKOM MAĞAZALARI,Bayi Satış Yetkilisi,Tam zamanlı,Konya
2375,DORUK SAĞLIK GRUBU,Özel Doruk Nilüfer Hastanesi Restorant Elemanı,Tam zamanlı,Bursa
2376,Pratik Aday Servisi,Kilit Müşteri Yöneticisi,Tam zamanlı,İstanbul(Asya)
2377,Scoopas,Almanca Bilen Müşteri Temsilcisi - Deutsch,Tam zamanlı,İstanbul (Tümü)
2378,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
2379,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
2380,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
2381,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
2382,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
2383,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
2384,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
2385,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
2386,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
2387,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
2388,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
2389,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
2390,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
2391,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
2392,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
2393,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
2394,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
2395,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
2396,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
2397,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
2398,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
2399,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
2400,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
2401,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
2402,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
2403,AssisTT AŞ.,Ankara-İngilizce Müşteri Temsilcisi,Tam zamanlı,Ankara
2404,Lufthansa Çağrı Merkezi Ve Müşteri Hizmetleri Tic. A.Ş.,Almanca Bilen Müsteri Temsilcisi Homeoffice,Tam zamanlı,Antalya
2405,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
2406,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2407,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
2408,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
2409,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
2410,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
2411,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
2412,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
2413,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
2414,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
2415,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
2416,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2417,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2418,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
2419,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
2420,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2421,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
2422,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
2423,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
2424,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
2425,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
2426,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
2427,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
2428,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
2429,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
2430,Kadriye Baştürk,Ön Muhasebe Görevlisi,Tam zamanlı,İstanbul(Asya)
2431,Scoopas,Almanca Bilen Müşteri Temsilcisi - Deutsch,Tam zamanlı,İstanbul (Tümü)
2432,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
2433,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
2434,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
